회자	추첨일	N1-N2-N3-N4-N5-N6	BN	SUM	AC	L05	L10	1등	당첨금액	2등	당첨금액	3등	당첨금액	4등	당첨금액	5등	당첨금액	자동	수동	반자동
0503	2012-07-21	01-05-27-30-34-36	40	133	8	4	6	7	1,853,634,911	42	51,489,859	1,292	1,673,819	69,822	50,000	1,198,882	5,000	5	2	0
0504	2012-07-28	06-14-22-26-43-44	31	155	9	3	6	9	1,443,236,959	29	74,650,188	1,294	1,672,995	63,257	50,000	1,082,365	5,000	8	1	0
0505	2012-08-04	07-20-22-25-38-40	44	152	5	3	4	6	1,917,955,188	38	50,472,505	1,440	1,331,914	69,758	50,000	1,144,014	5,000	3	3	0
0506	2012-08-11	06-09-11-22-24-30	31	102	8	4	4	3	4,073,333,875	33	61,717,180	1,588	1,282,536	75,289	50,000	1,224,774	5,000	2	1	0
0507	2012-08-18	12-13-32-33-40-41	04	171	5	2	5	9	1,416,438,875	29	73,264,080	1,473	1,442,403	73,411	50,000	1,230,314	5,000	7	2	0
0508	2012-08-25	05-27-31-34-35-43	37	175	8	4	6	8	1,599,557,860	31	68,798,188	1,596	1,336,306	75,460	50,000	1,234,049	5,000	6	2	0
0509	2012-09-01	12-25-29-35-42-43	24	186	8	4	5	5	2,689,076,100	34	65,908,728	1,228	1,824,835	64,934	50,000	1,104,261	5,000	4	1	0
0510	2012-09-08	12-29-32-33-39-40	42	185	8	5	5	5	2,644,158,150	25	88,138,605	1,319	1,670,558	69,724	50,000	1,173,715	5,000	5	0	0
0511	2012-09-15	03-07-14-23-26-42	24	115	8	2	5	6	2,165,579,250	37	58,529,169	1,524	1,420,984	72,310	50,000	1,209,004	5,000	4	2	0
0512	2012-09-22	04-05-09-13-26-27	01	84	7	5	6	13	940,094,452	52	39,170,603	1,682	1,210,982	82,439	50,000	1,318,396	5,000	9	4	0
0513	2012-09-29	05-08-21-23-27-33	12	117	9	4	4	3	4,589,624,750	54	42,496,526	1,626	1,411,324	82,270	50,000	1,337,355	5,000	2	1	0
0514	2012-10-06	01-15-20-26-35-42	09	139	10	3	5	3	4,451,055,500	36	61,820,216	1,362	1,634,015	70,323	50,000	1,181,166	5,000	3	0	0
0515	2012-10-13	02-11-12-15-23-37	08	100	10	3	4	1	13,200,466,875	35	62,859,367	1,450	1,517,296	74,773	50,000	1,258,039	5,000	0	1	0
0516	2012-10-20	02-08-23-41-43-44	30	161	9	3	5	11	1,294,190,182	32	74,146,313	1,338	1,773,305	67,233	50,000	1,169,955	5,000	11	0	0
0517	2012-10-27	01-09-12-28-36-41	10	127	8	4	4	5	2,659,057,725	40	55,397,036	1,493	1,484,181	70,854	50,000	1,192,872	5,000	3	2	0
0518	2012-11-03	14-23-30-32-34-38	06	171	7	1	4	6	2,263,804,125	34	66,582,475	1,349	1,678,135	71,110	50,000	1,198,970	5,000	6	0	0
0519	2012-11-10	06-08-13-16-30-43	03	116	10	3	4	7	1,950,601,393	32	71,115,676	1,357	1,677,010	71,405	50,000	1,206,248	5,000	7	0	0
0520	2012-11-17	04-22-27-28-38-40	01	159	9	2	5	6	2,167,205,438	37	58,573,120	1,627	1,332,026	77,196	50,000	1,260,891	5,000	5	1	0
0521	2012-11-24	03-07-18-29-32-36	19	125	7	2	5	8	1,693,420,922	53	42,601,785	1,612	1,400,679	75,589	50,000	1,250,016	5,000	5	3	0
0522	2012-12-01	04-05-13-14-37-41	11	114	8	4	6	6	2,281,623,000	39	58,503,154	1,495	1,526,170	76,078	50,000	1,293,961	5,000	6	0	0
0523	2012-12-08	01-04-37-38-40-45	07	165	8	5	5	7	1,780,355,840	43	48,304,229	1,557	1,334,029	79,706	50,000	1,247,454	5,000	4	3	0
0524	2012-12-15	10-11-29-38-41-45	21	174	10	4	5	4	3,491,695,594	36	64,661,030	1,338	1,739,759	67,866	50,000	1,163,075	5,000	3	1	0
0525	2012-12-22	11-23-26-29-39-44	22	172	7	2	5	9	1,501,132,375	41	54,919,478	1,543	1,459,300	73,791	50,000	1,215,973	5,000	6	3	0
0526	2012-12-29	07-14-17-20-35-39	31	132	9	3	3	9	1,491,031,959	49	45,643,836	1,539	1,453,248	78,325	50,000	1,291,054	5,000	6	3	0
0527	2013-01-05	01-12-22-32-33-42	38	142	5	2	4	13	1,032,386,366	29	77,132,315	1,967	1,137,183	83,212	50,000	1,287,504	5,000	9	4	0
0528	2013-01-12	05-17-25-31-39-40	10	157	8	4	4	11	1,197,889,125	86	25,536,397	1,811	1,212,662	87,443	50,000	1,366,616	5,000	7	4	0
0529	2013-01-19	18-20-24-27-31-42	39	162	7	3	5	8	1,749,114,797	33	70,671,305	1,502	1,552,699	75,069	50,000	1,282,443	5,000	5	3	0
0530	2013-01-26	16-23-27-29-33-41	22	169	8	5	6	11	1,231,656,239	40	56,450,911	1,449	1,558,342	75,595	50,000	1,255,300	5,000	9	2	0
0531	2013-02-02	01-05-09-21-27-35	45	98	7	4	4	9	1,521,519,750	42	54,339,992	1,618	1,410,557	78,757	50,000	1,317,489	5,000	7	2	0
0532	2013-02-09	16-17-23-24-29-44	03	153	7	5	6	7	2,216,896,286	26	99,476,116	1,480	1,747,554	74,186	50,000	1,288,672	5,000	7	0	0
0533	2013-02-16	09-14-15-17-31-33	23	119	8	4	5	8	1,785,671,579	44	54,111,260	1,517	1,569,477	78,509	50,000	1,333,013	5,000	4	4	0
0534	2013-02-23	10-24-26-29-37-38	32	164	9	2	6	1	14,215,763,250	55	43,078,071	1,537	1,541,506	79,943	50,000	1,332,446	5,000	1	0	0
0535	2013-03-02	11-12-14-15-18-39	34	109	6	3	6	3	4,935,603,000	31	79,606,500	1,512	1,632,144	76,742	50,000	1,336,486	5,000	3	0	0
0536	2013-03-09	07-08-18-32-37-43	12	145	8	2	4	11	1,308,523,603	40	59,973,999	1,676	1,431,361	80,139	50,000	1,336,621	5,000	7	4	0
0537	2013-03-16	12-23-26-30-36-43	11	170	8	4	4	7	2,104,038,911	35	70,134,631	1,444	1,699,940	75,265	50,000	1,265,143	5,000	4	3	0
0538	2013-03-23	06-10-18-31-32-34	11	131	10	4	4	3	4,688,021,625	48	48,833,559	1,724	1,359,636	82,529	50,000	1,347,630	5,000	1	2	0
0539	2013-03-30	03-19-22-31-42-43	26	160	9	2	3	9	1,621,036,667	42	57,894,167	1,519	1,600,761	75,592	50,000	1,270,479	5,000	5	4	0
0540	2013-04-06	03-12-13-15-34-36	14	113	8	5	5	7	1,989,365,250	26	89,266,390	1,409	1,647,216	72,629	50,000	1,234,194	5,000	6	1	0
0541	2013-04-13	08-13-26-28-32-34	43	141	8	5	5	11	1,269,327,171	40	58,177,496	1,444	1,611,565	73,911	50,000	1,246,235	5,000	9	2	0
0542	2013-04-20	05-06-19-26-41-45	34	142	10	3	4	6	2,335,152,563	26	89,813,561	1,456	1,603,814	72,242	50,000	1,236,252	5,000	6	0	0
0543	2013-04-27	13-18-26-31-34-44	12	166	5	5	6	12	1,112,934,844	47	47,358,930	1,968	1,131,032	81,520	50,000	1,280,433	5,000	3	9	0
0544	2013-05-04	05-17-21-25-36-44	10	148	7	3	4	13	1,046,388,433	47	48,237,765	1,527	1,484,725	74,263	50,000	1,235,509	5,000	8	5	0
0545	2013-05-11	04-24-25-27-34-35	02	149	8	2	3	11	1,198,994,353	42	52,337,056	1,497	1,468,375	77,301	50,000	1,306,657	5,000	9	2	0
0546	2013-05-18	08-17-20-27-37-43	06	152	9	3	5	30	405,939,950	55	36,903,632	3,110	652,637	104,469	50,000	1,379,107	5,000	3	27	0
0547	2013-05-25	06-07-15-22-34-39	28	123	10	2	5	5	2,838,444,450	54	43,803,156	1,548	1,528,018	75,527	50,000	1,256,984	5,000	4	1	0
0548	2013-06-01	01-12-13-21-32-45	14	124	8	3	5	8	1,736,871,891	46	50,344,113	1,646	1,406,944	78,057	50,000	1,291,286	5,000	6	2	0
0549	2013-06-08	29-31-35-38-40-44	17	217	5	3	3	8	1,760,805,047	35	67,078,288	1,487	1,578,844	71,700	50,000	1,213,077	5,000	5	3	0
0550	2013-06-15	01-07-14-20-34-37	41	113	8	5	5	11	1,118,679,205	58	35,360,550	2,728	751,801	103,421	50,000	1,328,508	5,000	8	3	0
0551	2013-06-22	03-06-20-24-27-44	25	124	6	5	6	1	13,526,973,750	32	70,452,989	1,440	1,565,622	77,811	50,000	1,313,634	5,000	1	0	0
0552	2013-06-29	01-10-20-32-35-40	43	138	10	5	5	10	1,330,824,225	45	49,289,787	1,808	1,226,793	86,409	50,000	1,347,284	5,000	6	4	0
0553	2013-07-06	02-07-17-28-29-39	37	122	7	3	4	6	2,249,631,438	52	43,262,144	1,647	1,365,897	77,687	50,000	1,272,468	5,000	6	0	0
0554	2013-07-13	13-14-17-32-41-42	06	159	8	4	4	2	6,813,893,625	41	55,397,510	1,484	1,530,525	74,436	50,000	1,234,010	5,000	1	1	0
0555	2013-07-20	11-17-21-24-26-36	12	135	8	2	4	8	1,711,027,360	46	49,594,996	1,554	1,468,063	78,046	50,000	1,296,730	5,000	7	1	0
0556	2013-07-27	12-20-23-28-30-44	43	157	8	3	4	7	2,005,209,161	41	57,058,798	1,411	1,657,981	73,689	50,000	1,257,532	5,000	6	1	0
0557	2013-08-03	04-20-26-28-35-40	31	153	10	5	5	7	1,888,069,286	43	51,226,687	1,503	1,465,568	74,569	50,000	1,238,570	5,000	2	5	0
0558	2013-08-10	12-15-19-26-40-43	29	155	6	3	4	10	1,315,913,663	51	43,003,715	1,408	1,557,663	77,834	50,000	1,206,457	5,000	8	2	0
0559	2013-08-17	11-12-25-32-44-45	23	169	6	4	5	7	1,926,145,608	42	53,504,045	1,566	1,434,975	73,823	50,000	1,239,640	5,000	5	2	0
0560	2013-08-24	01-04-20-23-29-45	28	122	5	4	6	7	1,976,697,215	40	57,653,669	1,476	1,562,431	73,123	50,000	1,235,465	5,000	5	2	0
0561	2013-08-31	05-07-18-37-42-45	20	154	10	1	4	5	2,753,712,225	41	55,969,761	1,434	1,600,252	73,966	50,000	1,252,562	5,000	2	3	0
0562	2013-09-07	04-11-13-17-20-31	33	96	8	3	5	11	1,166,694,614	51	41,940,003	1,789	1,195,607	85,094	50,000	1,355,577	5,000	9	2	0
0563	2013-09-14	05-10-16-17-31-32	21	111	8	4	5	7	1,932,735,643	38	59,338,375	1,642	1,373,239	79,945	50,000	1,324,790	5,000	6	1	0
0564	2013-09-21	14-19-25-26-27-34	02	145	7	3	4	7	1,934,801,143	32	70,539,625	1,649	1,368,871	83,100	50,000	1,358,618	5,000	6	1	0
0565	2013-09-28	04-10-18-27-40-45	38	144	10	5	6	8	1,742,064,469	39	59,557,760	1,866	1,244,777	85,438	50,000	1,384,878	5,000	6	2	0
0566	2013-10-05	04-05-06-25-26-43	41	109	6	4	5	4	3,508,951,032	35	66,837,163	1,555	1,504,374	74,789	50,000	1,275,890	5,000	3	1	0
0567	2013-10-12	01-10-15-16-32-41	28	115	8	3	5	6	2,318,659,438	53	43,748,292	1,547	1,498,811	76,284	50,000	1,271,252	5,000	3	3	0
0568	2013-10-19	01-03-17-20-31-44	40	116	9	4	5	10	1,305,167,550	50	43,505,585	1,845	1,179,014	87,784	50,000	1,409,876	5,000	4	6	0
0569	2013-10-26	03-06-13-23-24-35	01	104	8	2	4	4	3,467,925,188	36	64,220,837	1,706	1,355,188	81,582	50,000	1,329,250	5,000	3	1	0
0570	2013-11-02	01-12-26-27-29-33	42	128	10	3	5	9	1,527,791,625	38	60,307,565	1,573	1,456,890	77,565	50,000	1,323,078	5,000	6	3	0
0571	2013-11-09	11-18-21-26-38-43	29	157	8	3	4	7	1,966,538,465	33	69,524,088	1,506	1,523,437	74,042	50,000	1,238,061	5,000	7	0	0
0572	2013-11-16	03-13-18-33-37-45	01	149	9	4	6	8	1,668,216,188	53	41,967,703	1,734	1,282,750	81,361	50,000	1,274,889	5,000	5	3	0
0573	2013-11-23	02-04-20-34-35-43	14	138	10	3	5	8	1,645,691,766	50	43,885,114	1,622	1,352,809	78,997	50,000	1,308,493	5,000	7	1	0
0574	2013-11-30	14-15-16-19-25-43	02	132	9	1	6	2	6,965,184,938	33	70,355,404	1,259	1,844,106	68,910	50,000	1,184,428	5,000	2	0	0
0575	2013-12-07	02-08-20-30-33-34	06	127	10	4	4	8	1,699,267,875	45	50,348,678	1,488	1,522,642	75,000	50,000	1,257,969	5,000	2	6	0
0576	2013-12-14	10-11-15-25-35-41	13	137	9	4	6	3	4,321,966,000	54	40,018,204	1,561	1,384,359	76,903	50,000	1,242,512	5,000	1	2	0
0577	2013-12-21	16-17-22-31-34-37	33	157	7	3	5	3	4,484,438,375	42	53,386,172	1,526	1,469,345	79,150	50,000	1,322,032	5,000	3	0	0
0578	2013-12-28	05-12-14-32-34-42	16	139	8	2	4	5	2,796,466,575	43	54,195,089	1,615	1,442,966	80,303	50,000	1,326,822	5,000	2	3	0
0579	2014-01-04	05-07-20-22-37-42	39	133	6	5	5	11	1,396,068,444	46	55,640,409	1,769	1,446,840	85,011	50,000	1,408,043	5,000	6	5	0
0580	2014-01-11	05-07-09-11-32-35	33	99	7	5	5	7	2,028,610,500	42	56,350,292	1,665	1,421,449	86,352	50,000	1,401,162	5,000	3	4	0
0581	2014-01-18	03-05-14-20-42-44	33	128	8	4	5	8	1,844,554,547	39	63,061,694	1,384	1,777,028	76,964	50,000	1,321,056	5,000	2	6	0
0582	2014-01-25	02-12-14-33-40-41	25	142	10	3	5	4	3,560,558,719	57	41,643,962	1,631	1,455,369	79,917	50,000	1,333,596	5,000	1	3	0
0583	2014-02-01	08-17-27-33-40-44	24	169	10	4	5	11	1,341,848,353	51	48,236,379	1,826	1,347,238	88,583	50,000	1,445,611	5,000	3	8	0
0584	2014-02-08	07-18-30-39-40-41	36	175	7	3	4	3	5,033,183,250	32	78,643,489	1,464	1,718,984	77,972	50,000	1,328,119	5,000	2	1	0
0585	2014-02-15	06-07-10-16-38-41	04	118	8	2	4	9	1,620,546,334	45	54,018,212	1,528	1,590,851	79,691	50,000	1,339,079	5,000	6	3	0
0586	2014-02-22	02-07-12-15-21-34	05	91	7	3	5	8	1,778,354,344	46	51,546,503	1,570	1,510,280	80,965	50,000	1,346,737	5,000	4	4	0
0587	2014-03-01	14-21-29-31-32-37	17	164	9	2	5	3	4,974,577,375	43	57,843,923	1,437	1,730,890	73,745	50,000	1,254,438	5,000	1	2	0
0588	2014-03-08	02-08-15-22-25-41	30	113	9	4	5	5	2,889,342,075	43	55,995,002	1,676	1,436,626	78,517	50,000	1,315,684	5,000	1	4	0
0589	2014-03-15	06-08-28-33-38-39	22	152	9	5	5	7	2,136,877,983	42	59,357,722	1,559	1,599,118	77,435	50,000	1,301,184	5,000	5	2	0
0590	2014-03-22	20-30-36-38-41-45	23	210	10	3	4	7	2,185,183,983	31	82,238,107	1,370	1,860,863	70,019	50,000	1,221,113	5,000	4	3	0
0591	2014-03-29	08-13-14-30-38-39	05	142	8	5	5	5	2,964,676,200	38	65,014,829	1,483	1,665,923	73,310	50,000	1,251,393	5,000	3	2	0
0592	2014-04-05	02-05-06-13-28-44	43	98	10	4	6	6	2,356,381,688	28	84,156,489	1,406	1,675,948	75,519	50,000	1,284,347	5,000	5	1	0
0593	2014-04-12	09-10-13-24-33-38	28	127	9	3	4	9	1,532,833,500	62	37,084,682	1,818	1,264,715	87,413	50,000	1,383,890	5,000	4	5	0
0594	2014-04-19	02-08-13-25-28-37	03	113	9	5	6	11	1,255,592,796	42	54,807,623	1,750	1,315,383	79,157	50,000	1,301,802	5,000	9	2	0
0595	2014-04-26	08-24-28-35-38-40	05	173	9	4	5	8	1,744,525,219	54	43,074,697	1,501	1,549,656	77,652	50,000	1,281,555	5,000	4	4	0
0596	2014-05-03	03-04-12-14-25-43	17	101	9	2	3	10	1,328,267,663	41	53,994,621	1,651	1,340,872	80,007	50,000	1,313,990	5,000	7	3	0
0597	2014-05-10	08-10-23-24-35-43	37	143	10	5	5	13	1,057,920,606	46	49,829,594	1,532	1,496,189	75,553	50,000	1,260,248	5,000	12	1	0
0598	2014-05-17	04-12-24-33-38-45	22	156	8	5	6	16	833,998,594	50	44,479,925	2,053	1,083,291	86,005	50,000	1,333,411	5,000	5	11	0
0599	2014-05-24	05-12-17-29-34-35	27	132	7	2	3	8	1,710,918,329	43	53,051,732	1,685	1,353,843	79,069	50,000	1,297,530	5,000	4	4	0
0600	2014-05-31	05-11-14-27-29-36	44	122	8	3	4	15	901,798,725	41	54,987,728	1,518	1,485,176	77,138	50,000	1,258,677	5,000	4	11	0
0601	2014-06-07	02-16-19-31-34-35	37	137	8	2	3	9	1,524,565,209	28	81,673,137	1,516	1,508,475	72,233	50,000	1,205,559	5,000	6	3	0
0602	2014-06-14	13-14-22-27-30-38	02	144	7	3	5	8	1,689,530,860	42	53,635,901	1,675	1,344,901	77,026	50,000	1,251,693	5,000	6	2	0
0603	2014-06-21	02-19-25-26-27-43	28	142	7	4	5	4	3,452,136,563	30	76,714,146	1,363	1,688,500	71,799	50,000	1,227,396	5,000	3	1	0
0604	2014-06-28	02-06-18-21-33-34	30	114	7	3	3	11	1,229,141,557	36	62,595,172	1,451	1,553,016	75,476	50,000	1,266,398	5,000	10	1	0
0605	2014-07-05	01-02-07-09-10-38	42	67	8	2	3	9	1,394,232,250	40	52,283,710	2,286	914,851	92,980	50,000	1,386,335	5,000	6	3	0
0606	2014-07-12	01-05-06-14-20-39	22	85	9	4	4	10	1,311,566,850	44	49,680,563	1,542	1,417,604	82,879	50,000	1,366,588	5,000	8	2	0
0607	2014-07-19	08-14-23-36-38-39	13	158	9	3	6	4	3,494,480,907	35	66,561,542	1,448	1,608,878	73,277	50,000	1,220,405	5,000	3	1	0
0608	2014-07-26	04-08-18-19-39-44	41	132	10	4	5	7	1,943,530,018	32	70,857,866	1,516	1,495,681	74,353	50,000	1,243,159	5,000	5	2	0
0609	2014-08-02	04-08-27-34-39-40	13	152	10	5	5	2	6,339,311,438	47	44,959,656	1,621	1,303,581	80,472	50,000	1,300,134	5,000	2	0	0
0610	2014-08-09	14-18-20-23-28-36	33	139	8	5	5	4	3,516,018,375	34	68,941,537	1,398	1,676,690	71,718	50,000	1,218,676	5,000	4	0	0
0611	2014-08-16	02-22-27-33-36-37	14	157	10	3	5	4	3,502,706,157	47	49,683,776	1,486	1,571,425	74,589	50,000	1,258,998	5,000	4	0	0
0612	2014-08-23	06-09-18-19-25-33	40	110	10	4	6	11	1,181,705,250	59	36,719,655	1,833	1,181,921	86,228	50,000	1,364,516	5,000	7	4	0
0613	2014-08-30	07-08-11-16-41-44	35	127	8	2	3	9	1,549,831,209	30	77,491,561	1,538	1,511,539	77,945	50,000	1,299,580	5,000	8	1	0
0614	2014-09-06	08-21-25-39-40-44	18	177	8	5	6	6	2,540,975,438	46	55,238,597	1,523	1,668,402	80,393	50,000	1,360,707	5,000	5	1	0
0615	2014-09-13	10-17-18-19-23-27	35	114	6	4	5	9	1,535,062,417	31	74,277,214	1,670	1,378,799	83,981	50,000	1,383,278	5,000	8	1	0
0616	2014-09-20	05-13-18-23-40-45	03	144	6	3	4	9	1,611,811,250	49	49,341,161	1,700	1,422,187	81,118	50,000	1,350,809	5,000	4	5	0
0617	2014-09-27	04-05-11-12-24-27	28	83	8	3	4	8	1,629,701,860	43	50,533,391	1,993	1,090,284	93,731	50,000	1,481,805	5,000	4	4	0
0618	2014-10-04	08-16-25-30-42-43	15	164	9	3	3	5	2,881,326,225	45	53,357,894	1,581	1,518,726	75,243	50,000	1,260,882	5,000	5	0	0
0619	2014-10-11	06-08-13-30-35-40	21	132	6	4	5	3	4,612,479,375	59	39,088,809	1,712	1,347,103	83,710	50,000	1,355,209	5,000	3	0	0
0620	2014-10-18	02-16-17-32-39-45	40	151	9	4	5	7	2,028,283,233	44	53,780,238	1,661	1,424,643	78,155	50,000	1,266,599	5,000	5	2	0
0621	2014-10-25	01-02-06-16-19-42	09	86	10	5	5	6	2,359,723,500	62	38,060,057	1,555	1,517,508	82,843	50,000	1,336,734	5,000	4	2	0
0622	2014-11-01	09-15-16-21-28-34	24	123	4	1	3	9	1,630,598,292	34	71,938,160	1,629	1,501,472	77,626	50,000	1,270,437	5,000	8	1	0
0623	2014-11-08	07-13-30-39-41-45	25	175	8	4	6	8	1,813,702,594	35	69,093,433	1,456	1,660,900	73,522	50,000	1,245,962	5,000	6	2	0
0624	2014-11-15	01-07-19-26-27-35	16	115	9	4	5	5	2,763,729,450	61	37,755,867	1,574	1,463,220	78,840	50,000	1,309,900	5,000	5	0	0
0625	2014-11-22	03-06-07-20-21-39	13	96	7	4	4	5	2,765,184,675	45	51,207,124	1,654	1,393,181	82,014	50,000	1,354,445	5,000	4	1	0
0626	2014-11-29	13-14-26-33-40-43	15	169	9	2	4	8	1,717,871,110	45	50,899,885	1,766	1,296,996	86,261	50,000	1,371,217	5,000	5	3	0
0627	2014-12-06	02-09-22-25-31-45	12	134	8	3	4	10	1,352,230,650	35	64,391,936	1,532	1,471,096	74,824	50,000	1,243,945	5,000	4	6	0
0628	2014-12-13	01-07-12-15-23-42	11	100	8	3	5	9	1,499,942,875	37	60,808,495	1,628	1,382,012	80,147	50,000	1,323,978	5,000	5	4	0
0629	2014-12-20	19-28-31-38-43-44	01	203	9	3	4	5	2,919,433,575	34	71,554,745	1,321	1,841,682	68,554	50,000	1,183,752	5,000	5	0	0
0630	2014-12-27	08-17-21-24-27-31	15	128	6	3	5	3	4,836,305,500	48	50,378,183	1,631	1,482,620	84,380	50,000	1,420,745	5,000	1	2	0
0631	2015-01-03	01-02-04-23-31-34	08	95	8	4	5	4	3,919,853,532	46	56,809,472	1,676	1,559,210	85,710	50,000	1,491,785	5,000	4	0	0
0632	2015-01-10	15-18-21-32-35-44	06	165	6	3	4	11	1,432,587,716	52	50,507,901	1,645	1,596,603	78,418	50,000	1,320,223	5,000	9	2	0
0633	2015-01-17	09-12-19-20-39-41	13	140	10	3	6	12	1,217,257,094	47	51,798,175	1,789	1,360,825	87,613	50,000	1,430,227	5,000	8	4	0
0634	2015-01-24	04-10-11-12-20-27	38	84	6	4	4	13	1,077,935,106	54	43,250,483	2,208	1,057,757	101,514	50,000	1,562,975	5,000	10	3	0
0635	2015-01-31	11-13-25-26-29-33	32	137	9	1	5	8	1,855,587,235	35	70,689,038	1,650	1,499,465	85,675	50,000	1,427,626	5,000	7	1	0
0636	2015-02-07	06-07-15-16-20-31	26	95	8	3	5	8	1,832,362,219	44	55,526,128	1,973	1,238,292	90,830	50,000	1,461,300	5,000	5	3	0
0637	2015-02-14	03-16-22-37-38-44	23	160	8	2	4	4	3,899,241,094	45	57,766,535	1,637	1,587,963	82,147	50,000	1,369,826	5,000	2	2	0
0638	2015-02-21	07-18-22-24-31-34	06	136	10	4	6	7	2,229,403,179	41	63,438,302	1,719	1,513,072	84,781	50,000	1,422,596	5,000	5	2	0
0639	2015-02-28	06-15-22-23-25-32	40	123	6	4	6	4	4,061,185,219	45	60,165,707	1,628	1,663,058	84,861	50,000	1,439,719	5,000	1	3	0
0640	2015-03-07	14-15-18-21-26-35	23	129	9	3	5	9	1,728,768,834	48	54,024,027	1,639	1,582,156	85,410	50,000	1,404,905	5,000	7	1	1
0641	2015-03-14	11-18-21-36-37-43	12	166	8	4	4	8	1,990,074,563	50	53,068,655	1,565	1,695,485	79,145	50,000	1,340,371	5,000	5	3	0
0642	2015-03-21	08-17-18-24-39-45	32	151	8	2	3	12	1,251,460,438	62	40,369,692	1,815	1,379,020	88,406	50,000	1,465,689	5,000	7	4	1
0643	2015-03-28	15-24-31-32-33-40	13	175	4	4	5	6	2,535,763,625	43	58,971,248	1,525	1,662,796	84,656	50,000	1,407,225	5,000	3	3	0
0644	2015-04-04	05-13-17-23-28-36	08	122	8	3	4	8	1,831,451,204	49	49,835,407	1,879	1,299,593	87,582	50,000	1,401,744	5,000	5	3	0
0645	2015-04-11	01-04-16-26-40-41	31	128	8	2	4	4	3,696,297,750	28	88,007,090	1,766	1,395,356	87,873	50,000	1,444,728	5,000	3	1	0
0646	2015-04-18	02-09-24-41-43-45	30	164	9	4	4	7	2,215,498,393	36	71,798,560	1,522	1,698,258	77,400	50,000	1,321,212	5,000	6	1	0
0647	2015-04-25	05-16-21-23-24-30	29	119	9	5	5	7	2,189,725,608	44	58,060,907	1,596	1,600,677	79,202	50,000	1,351,926	5,000	5	1	1
0648	2015-05-02	13-19-28-37-38-43	04	178	6	3	5	7	2,120,987,947	45	54,988,577	1,631	1,517,159	80,986	50,000	1,318,403	5,000	4	2	1
0649	2015-05-09	03-21-22-33-41-42	20	162	7	3	4	5	2,948,042,100	45	54,593,373	1,689	1,454,531	80,347	50,000	1,313,125	5,000	5	0	0
0650	2015-05-16	03-04-07-11-31-41	35	97	9	3	5	5	2,849,298,900	45	52,764,795	1,814	1,308,940	87,030	50,000	1,429,743	5,000	3	2	0
0651	2015-05-23	11-12-16-26-29-44	18	138	8	3	3	8	1,855,306,454	35	70,678,342	1,684	1,468,968	82,567	50,000	1,365,832	5,000	7	1	0
0652	2015-05-30	03-13-15-40-41-44	20	156	10	4	6	5	3,003,483,525	36	69,525,082	1,504	1,664,165	75,739	50,000	1,280,663	5,000	1	4	0
0653	2015-06-06	05-06-26-27-38-39	01	141	5	3	4	14	980,958,670	56	40,873,278	1,997	1,146,172	88,995	50,000	1,419,408	5,000	5	9	0
0654	2015-06-13	16-21-26-31-36-43	06	173	4	5	6	8	1,879,301,391	69	36,315,003	1,787	1,402,203	77,788	50,000	1,282,725	5,000	6	2	0
0655	2015-06-20	07-37-38-39-40-44	18	205	7	5	6	9	1,661,439,625	41	60,784,377	1,610	1,547,926	77,437	50,000	1,281,655	5,000	7	2	0
0656	2015-06-27	03-07-14-16-31-40	39	111	8	5	5	2	7,330,002,750	48	50,902,797	1,747	1,398,589	83,772	50,000	1,385,757	5,000	2	0	0
0657	2015-07-04	10-14-19-39-40-43	23	165	8	4	5	9	1,694,762,792	52	48,887,389	1,562	1,627,494	78,396	50,000	1,325,593	5,000	5	4	0
0658	2015-07-11	08-19-25-28-32-36	37	148	7	2	3	9	1,634,031,375	38	64,501,239	1,678	1,460,696	82,738	50,000	1,364,069	5,000	7	2	0
0659	2015-07-18	07-18-19-27-29-42	45	142	9	3	5	11	1,336,604,216	40	61,261,027	1,765	1,388,352	85,028	50,000	1,396,789	5,000	7	4	0
0660	2015-07-25	04-09-23-33-39-44	14	152	8	2	4	10	1,421,272,575	48	49,349,743	1,951	1,214,141	88,247	50,000	1,408,802	5,000	6	2	2
0661	2015-08-01	02-03-12-20-27-38	40	102	9	3	4	8	1,713,025,547	63	36,254,509	1,830	1,248,107	87,840	50,000	1,426,883	5,000	5	3	0
0662	2015-08-08	05-06-09-11-15-37	26	83	8	1	6	8	1,689,733,688	43	52,394,844	1,787	1,260,761	88,493	50,000	1,426,759	5,000	6	2	0
0663	2015-08-15	03-05-08-19-38-42	20	115	10	6	6	7	2,080,244,143	60	40,449,192	1,627	1,491,673	84,092	50,000	1,386,028	5,000	3	2	2
0664	2015-08-22	10-20-33-36-41-44	05	184	8	4	5	10	1,536,801,338	44	58,212,172	1,530	1,674,076	77,395	50,000	1,320,082	5,000	7	3	0
0665	2015-08-29	05-06-11-17-38-44	13	121	6	5	5	4	3,643,230,375	30	80,960,675	1,790	1,356,883	87,227	50,000	1,430,205	5,000	2	2	0
0666	2015-09-05	02-04-06-11-17-28	16	68	8	5	6	6	2,396,901,063	47	50,997,895	1,947	1,231,074	93,631	50,000	1,493,940	5,000	1	5	0
0667	2015-09-12	15-17-25-37-42-43	13	179	10	4	6	7	2,228,764,393	40	65,005,629	1,543	1,685,176	81,344	50,000	1,368,363	5,000	7	0	0
